"Category"	"p"	"Correlation"	"DB"	"Cat"	"Journals"	"Docs"	"Indicator"
"EMERGENCY MEDICINE - ESCI"	2.26955129257432e-06	0.860607041154764	"ESCI"	"EMERGENCY MEDICINE"	19	673	"Article Influence Score"
"EDUCATION, SPECIAL - ESCI"	2.07135155682269e-05	0.815727306928364	"ESCI"	"EDUCATION, SPECIAL"	19	448	"Article Influence Score"
"ENGINEERING, CHEMICAL - SCIE"	3.72425995891353e-42	0.855598876622817	"SCIE"	"ENGINEERING, CHEMICAL"	143	46609	"Article Influence Score"
"ENGINEERING, BIOMEDICAL - SCIE"	1.25595435678594e-32	0.897185745627573	"SCIE"	"ENGINEERING, BIOMEDICAL"	89	13972	"Article Influence Score"
"ENGINEERING, CIVIL - SCIE"	2.39073823616398e-31	0.796938993630873	"SCIE"	"ENGINEERING, CIVIL"	137	29487	"Article Influence Score"
"ENGINEERING, AEROSPACE - SCIE"	0.000227995112905741	0.591711769681713	"SCIE"	"ENGINEERING, AEROSPACE"	34	5090	"Article Influence Score"
"ENGINEERING, CIVIL - ESCI"	3.7658660011141e-15	0.921978846145322	"ESCI"	"ENGINEERING, CIVIL"	35	1863	"Article Influence Score"
"ENGINEERING, BIOMEDICAL - ESCI"	1.01907774287962e-06	0.897704038115724	"ESCI"	"ENGINEERING, BIOMEDICAL"	17	599	"Article Influence Score"
"ENGINEERING, CHEMICAL - ESCI"	0.00018240989125397	0.837986263726383	"ESCI"	"ENGINEERING, CHEMICAL"	14	800	"Article Influence Score"
"ENGINEERING, AEROSPACE - ESCI"	0.00649320549513666	0.688339823102462	"ESCI"	"ENGINEERING, AEROSPACE"	14	516	"Article Influence Score"
"ENGINEERING, ENVIRONMENTAL - SCIE"	1.76155338741485e-23	0.924829326935246	"SCIE"	"ENGINEERING, ENVIRONMENTAL"	54	25027	"Article Influence Score"
"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE"	2.23491506408328e-107	0.912770997871848	"SCIE"	"ENGINEERING, ELECTRICAL & ELECTRONIC"	273	99147	"Article Influence Score"
"ENGINEERING, INDUSTRIAL - SCIE"	3.47886019433953e-14	0.841932997250505	"SCIE"	"ENGINEERING, INDUSTRIAL"	49	7517	"Article Influence Score"
"ENGINEERING, GEOLOGICAL - SCIE"	2.69324640190205e-13	0.865893148680318	"SCIE"	"ENGINEERING, GEOLOGICAL"	41	6859	"Article Influence Score"
"ENGINEERING, GEOLOGICAL - ESCI"	2.88575269011448e-06	0.832259262413724	"ESCI"	"ENGINEERING, GEOLOGICAL"	21	1922	"Article Influence Score"
"ENGINEERING, ELECTRICAL & ELECTRONIC - ESCI"	5.29949812149617e-35	0.984655442499376	"ESCI"	"ENGINEERING, ELECTRICAL & ELECTRONIC"	46	3579	"Article Influence Score"
"ENGINEERING, ENVIRONMENTAL - ESCI"	0.000101055940443884	0.872202810244901	"ESCI"	"ENGINEERING, ENVIRONMENTAL"	13	637	"Article Influence Score"
"ENGINEERING, INDUSTRIAL - ESCI"	1.85780583527606e-08	0.974205672752349	"ESCI"	"ENGINEERING, INDUSTRIAL"	13	507	"Article Influence Score"
"ANTHROPOLOGY - SSCI"	1.73836353650009e-22	0.806523090505023	"SSCI"	"ANTHROPOLOGY"	93	4079	"Article Influence Score"
"ARCHAEOLOGY - AHCI"	5.69266029297126e-19	0.728774566508545	"AHCI"	"ARCHAEOLOGY"	107	3790	"Article Influence Score"
"AREA STUDIES - SSCI"	3.31628142528735e-11	0.657989767899784	"SSCI"	"AREA STUDIES"	80	3422	"Article Influence Score"
"ARCHITECTURE - AHCI"	0.0184479887313917	0.322673823156291	"AHCI"	"ARCHITECTURE"	53	1951	"Article Influence Score"
"ARCHAEOLOGY - ESCI"	0.00127055618716088	0.456163238654961	"ESCI"	"ARCHAEOLOGY"	47	880	"Article Influence Score"
"ANTHROPOLOGY - ESCI"	0.00972362883461234	0.399192038740462	"ESCI"	"ANTHROPOLOGY"	41	842	"Article Influence Score"
"AREA STUDIES - ESCI"	5.64207528356415e-06	0.483154156102074	"ESCI"	"AREA STUDIES"	80	2055	"Article Influence Score"
"ARCHITECTURE - ESCI"	0.0159311133161267	0.388512078676049	"ESCI"	"ARCHITECTURE"	38	905	"Article Influence Score"
"ENGINEERING, MECHANICAL - SCIE"	1.68708290192695e-15	0.616632629221864	"SCIE"	"ENGINEERING, MECHANICAL"	135	26154	"Article Influence Score"
"ENGINEERING, MULTIDISCIPLINARY - SCIE"	1.2417026218388e-17	0.752388997832228	"SCIE"	"ENGINEERING, MULTIDISCIPLINARY"	90	26046	"Article Influence Score"
"ENGINEERING, MANUFACTURING - SCIE"	1.01272092426565e-12	0.810302344692482	"SCIE"	"ENGINEERING, MANUFACTURING"	50	9260	"Article Influence Score"
"ENGINEERING, PETROLEUM - SCIE"	6.05809247668529e-11	0.955036303257557	"SCIE"	"ENGINEERING, PETROLEUM"	20	2912	"Article Influence Score"
"ENGINEERING, MARINE - SCIE"	1.80622824315774e-06	0.901871496043208	"SCIE"	"ENGINEERING, MARINE"	16	3173	"Article Influence Score"
"ENGINEERING, OCEAN - SCIE"	3.26760723596998e-05	0.848437490472933	"SCIE"	"ENGINEERING, OCEAN"	16	3591	"Article Influence Score"
"ENTOMOLOGY - SCIE"	1.24842160467612e-18	0.73588285942816	"SCIE"	"ENTOMOLOGY"	102	8930	"Article Influence Score"
"ENGINEERING, MULTIDISCIPLINARY - ESCI"	7.92526926812565e-11	0.648342837445332	"ESCI"	"ENGINEERING, MULTIDISCIPLINARY"	80	5681	"Article Influence Score"
"ENGINEERING, MECHANICAL - ESCI"	7.97650278793183e-07	0.757728054292936	"ESCI"	"ENGINEERING, MECHANICAL"	31	1857	"Article Influence Score"
"ENGINEERING, MANUFACTURING - ESCI"	0.00605888373034423	0.765252608093773	"ESCI"	"ENGINEERING, MANUFACTURING"	11	575	"Article Influence Score"
"ENGINEERING, MARINE - ESCI"	0.00235795238280732	0.868892677224967	"ESCI"	"ENGINEERING, MARINE"	9	507	"Article Influence Score"
"ENTOMOLOGY - ESCI"	0.721097917393336	-0.278902082606664	"ESCI"	"ENTOMOLOGY"	4	89	"Article Influence Score"
"ENGINEERING, PETROLEUM - ESCI"	0.969644020828694	0.0476649933413288	"ESCI"	"ENGINEERING, PETROLEUM"	3	207	"Article Influence Score"
"ENGINEERING, OCEAN - ESCI"	NA	-1	"ESCI"	"ENGINEERING, OCEAN"	2	32	"Article Influence Score"
"ENVIRONMENTAL SCIENCES - SCIE"	3.65604924031614e-93	0.886789451191816	"SCIE"	"ENVIRONMENTAL SCIENCES"	274	100296	"Article Influence Score"
"ENVIRONMENTAL STUDIES - SSCI"	2.15177467400408e-24	0.756052208604855	"SSCI"	"ENVIRONMENTAL STUDIES"	125	22344	"Article Influence Score"
"ETHICS - SSCI"	4.84503692107051e-07	0.613979242151625	"SSCI"	"ETHICS"	56	3201	"Article Influence Score"
"ERGONOMICS - SSCI"	0.000120672745503569	0.814856426428967	"SSCI"	"ERGONOMICS"	16	2147	"Article Influence Score"
"ENVIRONMENTAL SCIENCES - ESCI"	2.45453267500452e-16	0.946970996684863	"ESCI"	"ENVIRONMENTAL SCIENCES"	32	2056	"Article Influence Score"
"ENVIRONMENTAL STUDIES - ESCI"	9.38619627387195e-08	0.794663264832085	"ESCI"	"ENVIRONMENTAL STUDIES"	31	815	"Article Influence Score"
"ERGONOMICS - ESCI"	0.0389568680170816	0.834197151992384	"ESCI"	"ERGONOMICS"	6	167	"Article Influence Score"
"ETHICS - ESCI"	5.75516478464371e-07	0.928790239319169	"ESCI"	"ETHICS"	15	319	"Article Influence Score"
"FOOD SCIENCE & TECHNOLOGY - SCIE"	5.53744273206253e-25	0.727342992183209	"SCIE"	"FOOD SCIENCE & TECHNOLOGY"	144	31613	"Article Influence Score"
"EVOLUTIONARY BIOLOGY - SCIE"	2.40274495621401e-11	0.780215163167038	"SCIE"	"EVOLUTIONARY BIOLOGY"	50	6656	"Article Influence Score"
"FISHERIES - SCIE"	4.06261597609053e-17	0.860080978549859	"SCIE"	"FISHERIES"	55	7731	"Article Influence Score"
"FORESTRY - SCIE"	1.05593814379129e-28	0.923249710673595	"SCIE"	"FORESTRY"	67	6940	"Article Influence Score"
"FAMILY STUDIES - SSCI"	1.51103689642805e-19	0.916714739229086	"SSCI"	"FAMILY STUDIES"	47	5369	"Article Influence Score"
"ETHNIC STUDIES - SSCI"	0.0105730787615357	0.557965449571191	"SSCI"	"ETHNIC STUDIES"	20	1597	"Article Influence Score"
"FILM, RADIO, TELEVISION - AHCI"	2.45828386765938e-08	0.791724567551601	"AHCI"	"FILM, RADIO, TELEVISION"	34	790	"Article Influence Score"
"FAMILY STUDIES - ESCI"	3.1928644305871e-06	0.880033311460433	"ESCI"	"FAMILY STUDIES"	17	513	"Article Influence Score"
"FOOD SCIENCE & TECHNOLOGY - ESCI"	2.06719007250517e-09	0.940818113279533	"ESCI"	"FOOD SCIENCE & TECHNOLOGY"	19	1142	"Article Influence Score"
"FORESTRY - ESCI"	1.01687467632809e-08	0.937047501087207	"ESCI"	"FORESTRY"	18	632	"Article Influence Score"
"ETHNIC STUDIES - ESCI"	0.114655784423958	0.410086953634038	"ESCI"	"ETHNIC STUDIES"	16	358	"Article Influence Score"
"FOLKLORE - AHCI"	0.00569499273708867	0.594564140486525	"AHCI"	"FOLKLORE"	20	289	"Article Influence Score"
"FILM, RADIO, TELEVISION - ESCI"	0.00791972463960612	0.483231759464571	"ESCI"	"FILM, RADIO, TELEVISION"	29	513	"Article Influence Score"
"FISHERIES - ESCI"	0.455950787369926	0.7543021345433	"ESCI"	"FISHERIES"	3	122	"Article Influence Score"
"EVOLUTIONARY BIOLOGY - ESCI"	NA	1	"ESCI"	"EVOLUTIONARY BIOLOGY"	2	48	"Article Influence Score"
"GENETICS & HEREDITY - SCIE"	1.33195668118151e-60	0.888005097830095	"SCIE"	"GENETICS & HEREDITY"	176	22955	"Article Influence Score"
"GASTROENTEROLOGY & HEPATOLOGY - SCIE"	8.96949092652535e-54	0.964394122828672	"SCIE"	"GASTROENTEROLOGY & HEPATOLOGY"	92	11647	"Article Influence Score"
"GEOCHEMISTRY & GEOPHYSICS - SCIE"	2.64296645504576e-18	0.767720671220699	"SCIE"	"GEOCHEMISTRY & GEOPHYSICS"	88	12928	"Article Influence Score"
"GEOGRAPHY - SSCI"	9.31426147451803e-27	0.866401660685831	"SSCI"	"GEOGRAPHY"	85	6759	"Article Influence Score"
"GENETICS & HEREDITY - ESCI"	0.010886887521944	0.702252745490739	"ESCI"	"GENETICS & HEREDITY"	12	869	"Article Influence Score"
"GEOGRAPHY - ESCI"	5.56307644569703e-20	0.824527329045544	"ESCI"	"GEOGRAPHY"	76	2487	"Article Influence Score"
"GASTROENTEROLOGY & HEPATOLOGY - ESCI"	7.49953461850223e-16	0.911520095546676	"ESCI"	"GASTROENTEROLOGY & HEPATOLOGY"	39	2041	"Article Influence Score"
"GEOCHEMISTRY & GEOPHYSICS - ESCI"	0.00161389523939955	0.781247309579977	"ESCI"	"GEOCHEMISTRY & GEOPHYSICS"	13	482	"Article Influence Score"
"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	1.00222904404304e-09	0.769927276954722	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"	44	25592	"Article Influence Score"
"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	8.98475161172685e-42	0.777643027428693	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"	200	36296	"Article Influence Score"
"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI"	0.000184494440175328	0.937935670510989	"SSCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"	9	11022	"Article Influence Score"
"GEOLOGY - SCIE"	1.0483189302593e-24	0.95168014848086	"SCIE"	"GEOLOGY"	47	3435	"Article Influence Score"
"GERONTOLOGY - SSCI"	2.2501596732147e-15	0.919814064696705	"SSCI"	"GERONTOLOGY"	36	5141	"Article Influence Score"
"GERIATRICS & GERONTOLOGY - SCIE"	5.27384652787804e-16	0.852818724894494	"SCIE"	"GERIATRICS & GERONTOLOGY"	53	9066	"Article Influence Score"
"GEOGRAPHY, PHYSICAL - SCIE"	6.07954230690956e-14	0.833207513879401	"SCIE"	"GEOGRAPHY, PHYSICAL"	50	8584	"Article Influence Score"
"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	8.14530518408244e-13	0.868227601282724	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"	39	1811	"Article Influence Score"
"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	0.000271605496302139	0.78999168511448	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"	16	847	"Article Influence Score"
"GERIATRICS & GERONTOLOGY - ESCI"	1.26659288000013e-06	0.943823633500048	"ESCI"	"GERIATRICS & GERONTOLOGY"	13	494	"Article Influence Score"
"GERONTOLOGY - ESCI"	5.06085211266376e-05	0.94062096942672	"ESCI"	"GERONTOLOGY"	10	305	"Article Influence Score"
"GEOGRAPHY, PHYSICAL - ESCI"	0.00391201816196578	0.816964185701058	"ESCI"	"GEOGRAPHY, PHYSICAL"	10	259	"Article Influence Score"
"GEOLOGY - ESCI"	5.68994305119549e-05	0.868090676134633	"ESCI"	"GEOLOGY"	14	367	"Article Influence Score"
"HEMATOLOGY - SCIE"	1.92952530599602e-43	0.961948480991274	"SCIE"	"HEMATOLOGY"	76	10820	"Article Influence Score"
"HEALTH CARE SCIENCES & SERVICES - SCIE"	1.79003705834703e-30	0.846223627457211	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"	107	16553	"Article Influence Score"
"HEALTH POLICY & SERVICES - SSCI"	2.23571612189607e-24	0.838328194002239	"SSCI"	"HEALTH POLICY & SERVICES"	88	9202	"Article Influence Score"
"HEALTH CARE SCIENCES & SERVICES - ESCI"	4.7248243295084e-13	0.85130579575102	"ESCI"	"HEALTH CARE SCIENCES & SERVICES"	43	2142	"Article Influence Score"
"HEALTH POLICY & SERVICES - ESCI"	0.00220336122194829	0.594143483596121	"ESCI"	"HEALTH POLICY & SERVICES"	24	935	"Article Influence Score"
"HEMATOLOGY - ESCI"	9.39512578074123e-05	0.80589600872988	"ESCI"	"HEMATOLOGY"	17	563	"Article Influence Score"
"HISTORY & PHILOSOPHY OF SCIENCE - SSCI"	1.18801102348949e-07	0.678115978245949	"SSCI"	"HISTORY & PHILOSOPHY OF SCIENCE"	48	2292	"Article Influence Score"
"HISTORY & PHILOSOPHY OF SCIENCE - SCIE"	2.11266147715494e-05	0.508263245062749	"SCIE"	"HISTORY & PHILOSOPHY OF SCIENCE"	63	2911	"Article Influence Score"
"HISTORY & PHILOSOPHY OF SCIENCE - AHCI"	1.2493945916396e-05	0.502724478601483	"AHCI"	"HISTORY & PHILOSOPHY OF SCIENCE"	68	2875	"Article Influence Score"
"HISTORY - AHCI"	2.25924927405704e-57	0.77004687899455	"AHCI"	"HISTORY"	286	7286	"Article Influence Score"
"HISTORY - SSCI"	1.8610201058101e-17	0.721000214282874	"SSCI"	"HISTORY"	101	3035	"Article Influence Score"
"HISTORY - ESCI"	2.95760972743468e-20	0.605033157914381	"ESCI"	"HISTORY"	189	4564	"Article Influence Score"
"HISTORY & PHILOSOPHY OF SCIENCE - ESCI"	3.878787498854e-09	0.936149422731221	"ESCI"	"HISTORY & PHILOSOPHY OF SCIENCE"	19	368	"Article Influence Score"
"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI"	2.89569387444214e-25	0.925399059115628	"SSCI"	"HOSPITALITY, LEISURE, SPORT & TOURISM"	58	5580	"Article Influence Score"
"HORTICULTURE - SCIE"	1.98271470491907e-15	0.915795415943606	"SCIE"	"HORTICULTURE"	37	3924	"Article Influence Score"
"HUMANITIES, MULTIDISCIPLINARY - AHCI"	0.00170110578458209	0.254122101405523	"AHCI"	"HUMANITIES, MULTIDISCIPLINARY"	150	3994	"Article Influence Score"
"HISTORY OF SOCIAL SCIENCES - SSCI"	9.82911908312941e-06	0.679695859944243	"SSCI"	"HISTORY OF SOCIAL SCIENCES"	34	1483	"Article Influence Score"
"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI"	3.17586841503424e-16	0.792119013320571	"ESCI"	"HOSPITALITY, LEISURE, SPORT & TOURISM"	70	3032	"Article Influence Score"
"HUMANITIES, MULTIDISCIPLINARY - ESCI"	5.53218307706827e-28	0.628289409673968	"ESCI"	"HUMANITIES, MULTIDISCIPLINARY"	242	6765	"Article Influence Score"
"HISTORY OF SOCIAL SCIENCES - ESCI"	0.120012481513937	0.879987518486062	"ESCI"	"HISTORY OF SOCIAL SCIENCES"	4	69	"Article Influence Score"
"IMMUNOLOGY - SCIE"	8.00052970771706e-59	0.897670670303443	"SCIE"	"IMMUNOLOGY"	162	25260	"Article Influence Score"
"INFECTIOUS DISEASES - SCIE"	1.65602766343129e-36	0.909747843152026	"SCIE"	"INFECTIOUS DISEASES"	93	17001	"Article Influence Score"
"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE"	1.95431608357764e-11	0.903449847690688	"SCIE"	"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"	29	9914	"Article Influence Score"
"INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI"	1.72080062818403e-15	0.729136074537668	"SSCI"	"INFORMATION SCIENCE & LIBRARY SCIENCE"	86	5431	"Article Influence Score"
"INDUSTRIAL RELATIONS & LABOR - SSCI"	9.39594186940029e-05	0.652256990681991	"SSCI"	"INDUSTRIAL RELATIONS & LABOR"	30	1534	"Article Influence Score"
"INDUSTRIAL RELATIONS & LABOR - ESCI"	0.000190670420065076	0.726691046360129	"ESCI"	"INDUSTRIAL RELATIONS & LABOR"	21	451	"Article Influence Score"
"INFECTIOUS DISEASES - ESCI"	1.14467234464399e-09	0.897991984493576	"ESCI"	"INFECTIOUS DISEASES"	25	1423	"Article Influence Score"
"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - ESCI"	NA	1	"ESCI"	"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"	2	146	"Article Influence Score"
"IMMUNOLOGY - ESCI"	5.79108386961331e-09	0.965381277530108	"ESCI"	"IMMUNOLOGY"	15	214	"Article Influence Score"
"INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI"	1.30759352214634e-14	0.737784862886183	"ESCI"	"INFORMATION SCIENCE & LIBRARY SCIENCE"	78	2318	"Article Influence Score"
"INSTRUMENTS & INSTRUMENTATION - SCIE"	2.88714298951707e-21	0.875658649831233	"SCIE"	"INSTRUMENTS & INSTRUMENTATION"	64	25945	"Article Influence Score"
"INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE"	1.32140897940623e-09	0.873379972836155	"SCIE"	"INTEGRATIVE & COMPLEMENTARY MEDICINE"	28	3861	"Article Influence Score"
"INTERNATIONAL RELATIONS - SSCI"	5.38095890387537e-25	0.827057096012127	"SSCI"	"INTERNATIONAL RELATIONS"	95	5400	"Article Influence Score"
"INTEGRATIVE & COMPLEMENTARY MEDICINE - ESCI"	0.012325229103219	0.720796168667115	"ESCI"	"INTEGRATIVE & COMPLEMENTARY MEDICINE"	11	381	"Article Influence Score"
"INSTRUMENTS & INSTRUMENTATION - ESCI"	0.00263285051358487	0.895515508417966	"ESCI"	"INSTRUMENTS & INSTRUMENTATION"	8	386	"Article Influence Score"
"INTERNATIONAL RELATIONS - ESCI"	1.24132810019851e-29	0.961224519632422	"ESCI"	"INTERNATIONAL RELATIONS"	52	1449	"Article Influence Score"
"ASTRONOMY & ASTROPHYSICS - SCIE"	1.82038751682428e-19	0.843344721266728	"SCIE"	"ASTRONOMY & ASTROPHYSICS"	68	22237	"Article Influence Score"
"BIOCHEMICAL RESEARCH METHODS - SCIE"	7.00849538436643e-36	0.934704189567607	"SCIE"	"BIOCHEMICAL RESEARCH METHODS"	78	14328	"Article Influence Score"
"AUTOMATION & CONTROL SYSTEMS - SCIE"	1.12993958236144e-10	0.704912260469115	"SCIE"	"AUTOMATION & CONTROL SYSTEMS"	63	14773	"Article Influence Score"
"AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE"	0.00131947711299749	0.585978681147398	"SCIE"	"AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY"	27	3128	"Article Influence Score"
"BEHAVIORAL SCIENCES - SCIE"	4.21352822764838e-14	0.822570170638105	"SCIE"	"BEHAVIORAL SCIENCES"	53	6559	"Article Influence Score"
"ART - AHCI"	0.0102233513008993	0.278809215675302	"AHCI"	"ART"	84	1844	"Article Influence Score"
"ASIAN STUDIES - AHCI"	2.50982930935374e-06	0.542692064900597	"AHCI"	"ASIAN STUDIES"	66	1295	"Article Influence Score"
"AUTOMATION & CONTROL SYSTEMS - ESCI"	0.000324415432151337	0.840147206464323	"ESCI"	"AUTOMATION & CONTROL SYSTEMS"	13	769	"Article Influence Score"
"BIOCHEMICAL RESEARCH METHODS - ESCI"	0.0603211736630949	0.939678826336905	"ESCI"	"BIOCHEMICAL RESEARCH METHODS"	4	80	"Article Influence Score"
"ASTRONOMY & ASTROPHYSICS - ESCI"	7.75929227655107e-08	0.966458767287557	"ESCI"	"ASTRONOMY & ASTROPHYSICS"	13	385	"Article Influence Score"
"AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - ESCI"	0.427273964951083	0.403757565997904	"ESCI"	"AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY"	6	244	"Article Influence Score"
"ART - ESCI"	0.103801457044688	0.217691459163225	"ESCI"	"ART"	57	962	"Article Influence Score"
"ASIAN STUDIES - ESCI"	0.00322994165361249	0.598881146509031	"ESCI"	"ASIAN STUDIES"	22	379	"Article Influence Score"
"LANGUAGE & LINGUISTICS - AHCI"	3.59455906272808e-32	0.705391567475366	"AHCI"	"LANGUAGE & LINGUISTICS"	205	5520	"Article Influence Score"
"LANGUAGE & LINGUISTICS - ESCI"	1.32102058359781e-08	0.436882356654022	"ESCI"	"LANGUAGE & LINGUISTICS"	155	3702	"Article Influence Score"
"LIMNOLOGY - SCIE"	1.5179246483666e-14	0.978800076183297	"SCIE"	"LIMNOLOGY"	21	2696	"Article Influence Score"
"LAW - SSCI"	2.31266541321846e-32	0.781717861520701	"SSCI"	"LAW"	151	4523	"Article Influence Score"
"LAW - ESCI"	6.29722359380243e-36	0.679780941417638	"ESCI"	"LAW"	255	6605	"Article Influence Score"
"LINGUISTICS - SSCI"	8.83849828737626e-37	0.754511625103019	"SSCI"	"LINGUISTICS"	193	7450	"Article Influence Score"
"LITERARY REVIEWS - AHCI"	0.0213648237905301	0.321629200999508	"AHCI"	"LITERARY REVIEWS"	51	1196	"Article Influence Score"
"LINGUISTICS - ESCI"	1.13092330155368e-14	0.773017065137637	"ESCI"	"LINGUISTICS"	68	1148	"Article Influence Score"
"LITERARY REVIEWS - ESCI"	0.38572226615498	-0.821994936526786	"ESCI"	"LITERARY REVIEWS"	3	44	"Article Influence Score"
"LITERATURE - AHCI"	3.04809709152682e-08	0.464028142481001	"AHCI"	"LITERATURE"	129	3265	"Article Influence Score"
"LITERARY THEORY & CRITICISM - AHCI"	0.0152396562057061	0.453977553747691	"AHCI"	"LITERARY THEORY & CRITICISM"	28	660	"Article Influence Score"
"LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN - AHCI"	0.601802499438684	0.318197819417015	"AHCI"	"LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN"	5	148	"Article Influence Score"
"LITERATURE, ROMANCE - AHCI"	5.10053096081879e-10	0.682884490867254	"AHCI"	"LITERATURE, ROMANCE"	64	1660	"Article Influence Score"
"LITERATURE, BRITISH ISLES - AHCI"	0.0268589146222386	0.50661769404596	"AHCI"	"LITERATURE, BRITISH ISLES"	19	328	"Article Influence Score"
"LITERATURE, AMERICAN - AHCI"	0.000306931490569658	0.76919241827564	"AHCI"	"LITERATURE, AMERICAN"	17	246	"Article Influence Score"
"LITERATURE, SLAVIC - AHCI"	0.161993314909991	0.452767566042259	"AHCI"	"LITERATURE, SLAVIC"	11	403	"Article Influence Score"
"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI"	0.0180376851826095	0.4884483783717	"AHCI"	"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN"	23	382	"Article Influence Score"
"LITERATURE, ROMANCE - ESCI"	1.12826326578244e-08	0.749424210008217	"ESCI"	"LITERATURE, ROMANCE"	42	915	"Article Influence Score"
"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - ESCI"	0.325263657728723	0.674736342271277	"ESCI"	"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN"	4	54	"Article Influence Score"
"LITERATURE - ESCI"	0.0012139356920779	0.3956085201179	"ESCI"	"LITERATURE"	64	1553	"Article Influence Score"
"LITERARY THEORY & CRITICISM - ESCI"	0.00499446431765241	0.564713268114795	"ESCI"	"LITERARY THEORY & CRITICISM"	23	567	"Article Influence Score"
"LITERATURE, AMERICAN - ESCI"	0.0609483418643651	0.610305709947824	"ESCI"	"LITERATURE, AMERICAN"	10	114	"Article Influence Score"
"LITERATURE, SLAVIC - ESCI"	NA	-1	"ESCI"	"LITERATURE, SLAVIC"	2	75	"Article Influence Score"
"MANAGEMENT - SSCI"	5.32958101987455e-40	0.737147183693783	"SSCI"	"MANAGEMENT"	226	16128	"Article Influence Score"
"MANAGEMENT - ESCI"	4.52910694020528e-16	0.588041512361909	"ESCI"	"MANAGEMENT"	158	5960	"Article Influence Score"
"LOGIC - SCIE"	0.0236954657260253	0.49134800660455	"SCIE"	"LOGIC"	21	881	"Article Influence Score"
"LOGIC - ESCI"	0.712972772433108	-0.287027227566892	"ESCI"	"LOGIC"	4	83	"Article Influence Score"
"MATERIALS SCIENCE, COATINGS & FILMS - SCIE"	4.32753405821628e-09	0.918457171707379	"SCIE"	"MATERIALS SCIENCE, COATINGS & FILMS"	21	10152	"Article Influence Score"
"MATERIALS SCIENCE, BIOMATERIALS - SCIE"	3.33086677555721e-16	0.906694667109927	"SCIE"	"MATERIALS SCIENCE, BIOMATERIALS"	41	8948	"Article Influence Score"
"MATERIALS SCIENCE, CERAMICS - SCIE"	7.74420949154909e-16	0.955472540725078	"SCIE"	"MATERIALS SCIENCE, CERAMICS"	29	7855	"Article Influence Score"
"MATERIALS SCIENCE, COMPOSITES - SCIE"	5.65182319306238e-10	0.881841244510494	"SCIE"	"MATERIALS SCIENCE, COMPOSITES"	28	6283	"Article Influence Score"
"MARINE & FRESHWATER BIOLOGY - SCIE"	1.97477627436224e-18	0.714168844156344	"SCIE"	"MARINE & FRESHWATER BIOLOGY"	110	13447	"Article Influence Score"
"MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE"	1.75951521083108e-06	0.733843038918784	"SCIE"	"MATERIALS SCIENCE, CHARACTERIZATION & TESTING"	32	4886	"Article Influence Score"
"MATERIALS SCIENCE, BIOMATERIALS - ESCI"	0.000479353105292375	0.982069852415729	"ESCI"	"MATERIALS SCIENCE, BIOMATERIALS"	6	247	"Article Influence Score"
"MATERIALS SCIENCE, COMPOSITES - ESCI"	0.0561236651868341	0.868462960534107	"ESCI"	"MATERIALS SCIENCE, COMPOSITES"	5	302	"Article Influence Score"
"MARINE & FRESHWATER BIOLOGY - ESCI"	0.00214707574347354	0.961923964080289	"ESCI"	"MARINE & FRESHWATER BIOLOGY"	6	186	"Article Influence Score"
"MATERIALS SCIENCE, COATINGS & FILMS - ESCI"	NA	1	"ESCI"	"MATERIALS SCIENCE, COATINGS & FILMS"	2	51	"Article Influence Score"
