"Journal name"	"Category"	"Total Citations"	"2020 JIF"	"2020 JCI"	"5 Year JIF"	"Immediacy Index"	"Eigenfactor"	"Article Influence Score"	"Total Articles"	"DB"	"Cat"
2861	"NEUROSCIENCES - SCIE"	318	4.35	1.22	NA	0.737	0.001	2.292	17	"SCIE"	"NEUROSCIENCES"
14234	"NUCLEAR SCIENCE & TECHNOLOGY - SCIE"	288	1.242	0.58	0.789	0.13	0	0.139	46	"SCIE"	"NUCLEAR SCIENCE & TECHNOLOGY"
4187	"NEUROSCIENCES - ESCI"	277	NA	0.6	NA	0.25	0	0.579	8	"ESCI"	"NEUROSCIENCES"
14235	"NURSING - ESCI"	275	NA	0.67	NA	0.156	0	0.319	28	"ESCI"	"NURSING"
11728	"NEUROSCIENCES - SCIE"	274	1.3	0.39	1.887	0.8	0	0.779	18	"SCIE"	"NEUROSCIENCES"
14236	"NURSING - ESCI"	268	NA	0.17	NA	0.056	0	0.11	35	"ESCI"	"NURSING"
14237	"NURSING - ESCI"	261	NA	0.32	NA	0.221	0	0.099	85	"ESCI"	"NURSING"
14238	"NEUROSCIENCES - ESCI"	249	NA	0.62	NA	0.707	0	0.958	200	"ESCI"	"NEUROSCIENCES"
14239	"NUCLEAR SCIENCE & TECHNOLOGY - ESCI"	248	NA	0.12	NA	0.103	0	0.044	76	"ESCI"	"NUCLEAR SCIENCE & TECHNOLOGY"
14240	"NEUROSCIENCES - SCIE"	242	0.35	0.1	0.293	0.182	0	0.033	48	"SCIE"	"NEUROSCIENCES"
14241	"NURSING - ESCI"	238	NA	0.61	NA	0.288	0	0.285	71	"ESCI"	"NURSING"
14242	"NEUROSCIENCES - ESCI"	226	NA	0.47	NA	0.196	0.001	0.705	50	"ESCI"	"NEUROSCIENCES"
14243	"NUCLEAR SCIENCE & TECHNOLOGY - ESCI"	222	NA	0.36	NA	0.316	0	0.163	38	"ESCI"	"NUCLEAR SCIENCE & TECHNOLOGY"
14244	"NEUROSCIENCES - SCIE"	215	0.427	0.1	0.363	0.135	0	0.067	43	"SCIE"	"NEUROSCIENCES"
14245	"NURSING - ESCI"	214	NA	0.32	NA	0.103	0	0.115	36	"ESCI"	"NURSING"
14246	"NEUROSCIENCES - SCIE"	210	0.48	0.09	0.455	0.105	0	0.06	50	"SCIE"	"NEUROSCIENCES"
14247	"NEUROSCIENCES - ESCI"	205	NA	0.15	NA	0.17	0	0.113	98	"ESCI"	"NEUROSCIENCES"
14248	"NURSING - SSCI"	202	0.655	0.29	0.518	0.229	0	0.108	32	"SSCI"	"NURSING"
14248	"NURSING - SCIE"	202	0.655	0.29	0.518	0.229	0	0.108	32	"SCIE"	"NURSING"
14249	"NUCLEAR SCIENCE & TECHNOLOGY - ESCI"	193	NA	0.51	NA	0.786	0.001	0.295	30	"ESCI"	"NUCLEAR SCIENCE & TECHNOLOGY"
14250	"NUCLEAR SCIENCE & TECHNOLOGY - SCIE"	193	0.293	0.17	0.234	0.098	0	0.062	51	"SCIE"	"NUCLEAR SCIENCE & TECHNOLOGY"
14251	"NUCLEAR SCIENCE & TECHNOLOGY - ESCI"	188	NA	0.22	NA	0.091	0.001	0.125	87	"ESCI"	"NUCLEAR SCIENCE & TECHNOLOGY"
9224	"NEUROSCIENCES - SCIE"	177	0.143	0.09	0.404	0	0	0.048	10	"SCIE"	"NEUROSCIENCES"
14252	"NUCLEAR SCIENCE & TECHNOLOGY - ESCI"	173	NA	0.63	NA	0.284	0	0.266	67	"ESCI"	"NUCLEAR SCIENCE & TECHNOLOGY"
14253	"NURSING - ESCI"	167	NA	0.27	NA	0.212	0	0.102	32	"ESCI"	"NURSING"
14254	"NURSING - SSCI"	166	0.607	0.27	0.836	0.059	0	0.191	45	"SSCI"	"NURSING"
14254	"NURSING - SCIE"	166	0.607	0.27	0.836	0.059	0	0.191	45	"SCIE"	"NURSING"
14255	"NEUROSCIENCES - ESCI"	159	NA	0.13	NA	0.198	0	0.094	94	"ESCI"	"NEUROSCIENCES"
14256	"NURSING - ESCI"	159	NA	0.15	NA	0.188	0	0.067	25	"ESCI"	"NURSING"
14257	"NURSING - ESCI"	158	NA	0.28	NA	0.085	0	0.135	59	"ESCI"	"NURSING"
14258	"NURSING - ESCI"	152	NA	0.43	NA	0.55	0	0.136	15	"ESCI"	"NURSING"
14259	"NEUROSCIENCES - ESCI"	151	NA	0.11	NA	0.146	0	0.125	30	"ESCI"	"NEUROSCIENCES"
14260	"NURSING - SCIE"	151	0.804	0.49	0.564	0.3	0	0.085	19	"SCIE"	"NURSING"
14260	"NURSING - SSCI"	151	0.804	0.49	0.564	0.3	0	0.085	19	"SSCI"	"NURSING"
14261	"NEUROSCIENCES - ESCI"	147	NA	0.09	NA	0.423	0	0.161	20	"ESCI"	"NEUROSCIENCES"
14262	"NEUROSCIENCES - ESCI"	141	NA	0.18	NA	0.2	0	0.324	15	"ESCI"	"NEUROSCIENCES"
14263	"NURSING - ESCI"	133	NA	0.82	NA	1.176	0	0.263	16	"ESCI"	"NURSING"
14264	"NURSING - ESCI"	131	NA	0.24	NA	0	0	0.079	17	"ESCI"	"NURSING"
14265	"NURSING - ESCI"	107	NA	0.57	NA	0.196	0	0.228	43	"ESCI"	"NURSING"
14266	"NURSING - ESCI"	106	NA	0.21	NA	0.053	0	0.118	17	"ESCI"	"NURSING"
14267	"NURSING - ESCI"	103	NA	0.22	NA	0.073	0	0.082	41	"ESCI"	"NURSING"
14268	"NEUROSCIENCES - ESCI"	100	NA	0.03	NA	0	0	0.017	31	"ESCI"	"NEUROSCIENCES"
3817	"NURSING - SCIE"	93	1.283	0.68	1.283	0.39	0	0.31	36	"SCIE"	"NURSING"
3817	"NURSING - SSCI"	93	1.283	0.68	1.283	0.39	0	0.31	36	"SSCI"	"NURSING"
14269	"NUCLEAR SCIENCE & TECHNOLOGY - ESCI"	91	NA	0.24	NA	0	0	0.056	24	"ESCI"	"NUCLEAR SCIENCE & TECHNOLOGY"
14270	"NUCLEAR SCIENCE & TECHNOLOGY - SCIE"	89	0.081	0	0.052	0.083	0	0.027	24	"SCIE"	"NUCLEAR SCIENCE & TECHNOLOGY"
14271	"NUCLEAR SCIENCE & TECHNOLOGY - ESCI"	76	NA	0.29	NA	0	0	0.242	10	"ESCI"	"NUCLEAR SCIENCE & TECHNOLOGY"
14272	"NUCLEAR SCIENCE & TECHNOLOGY - SCIE"	73	0.109	0.06	0.095	0.02	0	0.031	49	"SCIE"	"NUCLEAR SCIENCE & TECHNOLOGY"
14273	"NURSING - ESCI"	72	NA	0.16	NA	0.083	0	0.084	9	"ESCI"	"NURSING"
14274	"NURSING - ESCI"	65	NA	0.13	NA	0.019	0	0.056	53	"ESCI"	"NURSING"
14275	"NURSING - ESCI"	63	NA	0.18	NA	0.15	0	0.093	19	"ESCI"	"NURSING"
14276	"NURSING - ESCI"	60	NA	0.02	NA	0.018	0	0.014	97	"ESCI"	"NURSING"
14277	"NURSING - ESCI"	58	NA	0.28	NA	0	0	0.218	1	"ESCI"	"NURSING"
14278	"NURSING - ESCI"	54	NA	0.27	NA	0.075	0	0.152	36	"ESCI"	"NURSING"
14279	"NURSING - ESCI"	49	NA	0.08	NA	0.417	0	0.037	33	"ESCI"	"NURSING"
14280	"NURSING - ESCI"	44	NA	0.07	NA	0	0	0.026	24	"ESCI"	"NURSING"
1887	"NURSING - SCIE"	42	0.698	0.38	0.698	0.237	0	0.124	36	"SCIE"	"NURSING"
1887	"NURSING - SSCI"	42	0.698	0.38	0.698	0.237	0	0.124	36	"SSCI"	"NURSING"
14281	"NEUROSCIENCES - SCIE"	29	0.358	0.06	0.358	0.139	0	0.069	31	"SCIE"	"NEUROSCIENCES"
14282	"NURSING - ESCI"	24	NA	0.09	NA	0.077	0	0.011	20	"ESCI"	"NURSING"
14283	"NURSING - ESCI"	22	NA	0.12	NA	0	0	0.08	16	"ESCI"	"NURSING"
14284	"NURSING - ESCI"	16	NA	0.12	NA	0.05	0	0.099	16	"ESCI"	"NURSING"
14285	"NEUROSCIENCES - ESCI"	13	NA	0.02	NA	0	0	0.027	5	"ESCI"	"NEUROSCIENCES"
14286	"NURSING - ESCI"	7	NA	0.08	NA	0	0	0.055	29	"ESCI"	"NURSING"
14287	"NURSING - ESCI"	6	NA	0.03	NA	NA	0	0.004	NA	"ESCI"	"NURSING"
14288	"NEUROSCIENCES - ESCI"	5	NA	0.02	NA	0.111	0	0.003	7	"ESCI"	"NEUROSCIENCES"
14289	"ONCOLOGY - SCIE"	189444	44.544	5.25	33.883	16.277	0.251	12.126	299	"SCIE"	"ONCOLOGY"
14290	"ONCOLOGY - SCIE"	159243	12.701	2.05	12.843	2.731	0.106	3.633	423	"SCIE"	"ONCOLOGY"
5964	"NUTRITION & DIETETICS - SCIE"	156901	7.514	1.88	7.516	2.315	0.1	1.054	1833	"SCIE"	"NUTRITION & DIETETICS"
14291	"ONCOLOGY - SCIE"	105960	12.531	2.52	12.836	3.551	0.132	4.005	585	"SCIE"	"ONCOLOGY"
14292	"ONCOLOGY - SCIE"	79708	6.86	1.4	7.921	1.798	0.06	2.641	589	"SCIE"	"ONCOLOGY"
6434	"ONCOLOGY - SCIE"	77577	9.867	1.88	8.858	2.067	0.059	2.1	528	"SCIE"	"ONCOLOGY"
14293	"ONCOLOGY - SCIE"	72804	41.316	7.95	44.11	28.465	0.139	16.231	125	"SCIE"	"ONCOLOGY"
14294	"NUTRITION & DIETETICS - SCIE"	67598	7.047	1.7	8.407	2.332	0.037	2.39	247	"SCIE"	"NUTRITION & DIETETICS"
14295	"ONCOLOGY - SCIE"	64015	7.396	1.5	7.968	2.09	0.059	2.014	809	"SCIE"	"ONCOLOGY"
14296	"ONCOLOGY - SCIE"	62391	60.716	7.64	68.839	13.212	0.059	22.615	2	"SCIE"	"ONCOLOGY"
14297	"ONCOLOGY - SCIE"	61543	32.976	3.54	22.846	14.626	0.118	7.78	130	"SCIE"	"ONCOLOGY"
14298	"NUTRITION & DIETETICS - SCIE"	60551	5.719	1.04	6.352	1.277	0.09	1.139	2935	"SCIE"	"NUTRITION & DIETETICS"
14299	"ONCOLOGY - SCIE"	55868	508.702	77.64	332.984	52.212	0.105	79.357	25	"SCIE"	"ONCOLOGY"
14300	"ONCOLOGY - SCIE"	54928	7.64	1.35	7.57	1.884	0.042	2.164	419	"SCIE"	"ONCOLOGY"
14301	"OBSTETRICS & GYNECOLOGY - SCIE"	53462	8.661	2.57	8.145	7.879	0.05	2.707	298	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14302	"ONCOLOGY - SCIE"	50839	31.743	5.31	35.455	7.865	0.081	13.754	77	"SCIE"	"ONCOLOGY"
14303	"ONCOLOGY - SCIE"	50525	7.038	1.42	6.884	2.809	0.039	2.022	304	"SCIE"	"ONCOLOGY"
14304	"NUTRITION & DIETETICS - SCIE"	46705	4.798	1.14	5.721	1.396	0.021	1.429	346	"SCIE"	"NUTRITION & DIETETICS"
14305	"OBSTETRICS & GYNECOLOGY - SCIE"	45819	7.329	2.1	7.253	2.815	0.033	1.911	224	"SCIE"	"OBSTETRICS & GYNECOLOGY"
1919	"OCEANOGRAPHY - SCIE"	44961	2.824	0.96	3.09	0.708	0.018	0.829	364	"SCIE"	"OCEANOGRAPHY"
14306	"ONCOLOGY - SCIE"	42177	8.679	1.67	8.64	2.751	0.04	1.623	292	"SCIE"	"ONCOLOGY"
14307	"ONCOLOGY - SCIE"	42007	13.506	2.35	13.893	4.756	0.038	5.256	118	"SCIE"	"ONCOLOGY"
14308	"OCEANOGRAPHY - SCIE"	41932	3.405	1.4	3.82	0.66	0.032	1.216	505	"SCIE"	"OCEANOGRAPHY"
14309	"OBSTETRICS & GYNECOLOGY - SCIE"	41532	7.661	1.76	7.248	2.686	0.051	2.866	313	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14310	"ONCOLOGY - SCIE"	41517	4.43	0.81	4.372	0.61	0.057	1.032	1145	"SCIE"	"ONCOLOGY"
14311	"ONCOLOGY - SCIE"	40294	9.162	1.63	9.305	3.006	0.047	2.867	293	"SCIE"	"ONCOLOGY"
14312	"OBSTETRICS & GYNECOLOGY - SCIE"	38871	6.918	2.33	7.366	1.551	0.028	1.992	253	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14313	"ONCOLOGY - SCIE"	37490	5.344	1.42	5.268	1.832	0.044	1.446	817	"SCIE"	"ONCOLOGY"
7312	"ONCOLOGY - SCIE"	34181	11.528	2.22	11.37	4.805	0.046	3.697	329	"SCIE"	"ONCOLOGY"
10039	"OCEANOGRAPHY - SCIE"	33931	4.745	1.67	5.203	1.402	0.014	1.435	337	"SCIE"	"OCEANOGRAPHY"
14314	"NUTRITION & DIETETICS - SCIE"	33757	3.718	0.86	4.818	1.276	0.019	1.067	252	"SCIE"	"NUTRITION & DIETETICS"
14315	"OBSTETRICS & GYNECOLOGY - SCIE"	29012	5.482	1.48	5.681	1.191	0.028	1.512	403	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14315	"ONCOLOGY - SCIE"	29012	5.482	1.48	5.681	1.191	0.028	1.512	403	"SCIE"	"ONCOLOGY"
14316	"ONCOLOGY - SCIE"	28128	6.639	1.05	6.999	1.224	0.04	1.323	2480	"SCIE"	"ONCOLOGY"
13202	"ONCOLOGY - SCIE"	27430	2.952	0.65	2.754	0.627	0.04	0.478	798	"SCIE"	"ONCOLOGY"
3369	"NUTRITION & DIETETICS - SCIE"	27089	5.095	1.19	5.804	1.795	0.021	1.638	278	"SCIE"	"NUTRITION & DIETETICS"
14317	"ONCOLOGY - SCIE"	27030	39.397	6.48	39.115	14.874	0.073	16.332	90	"SCIE"	"ONCOLOGY"
14318	"ONCOLOGY - SCIE"	26298	2.967	0.56	2.575	0.641	0.04	0.464	1077	"SCIE"	"ONCOLOGY"
14319	"ONCOLOGY - SCIE"	25781	4.872	0.89	4.698	1.117	0.028	1.336	481	"SCIE"	"ONCOLOGY"
14320	"ONCOLOGY - SCIE"	25746	3.906	0.82	4.011	0.802	0.026	0.675	401	"SCIE"	"ONCOLOGY"
14321	"ONCOLOGY - SCIE"	25657	2.48	0.49	2.418	0.576	0.021	0.46	767	"SCIE"	"ONCOLOGY"
12884	"ONCOLOGY - SCIE"	24931	27.401	3.91	20.26	7.014	0.03	3.602	82	"SCIE"	"ONCOLOGY"
14322	"ONCOLOGY - SCIE"	24690	6.244	0.92	6.264	0.771	0.04	1.357	2122	"SCIE"	"ONCOLOGY"
14323	"ONCOLOGY - SCIE"	24583	3.905	0.72	4.121	1.113	0.016	0.859	371	"SCIE"	"ONCOLOGY"
14324	"ONCOLOGY - SCIE"	24405	15.609	2.75	14.138	11.434	0.043	4.195	121	"SCIE"	"ONCOLOGY"
3374	"NUTRITION & DIETETICS - SCIE"	24394	5.002	1.07	5.252	5.402	0.023	1.643	299	"SCIE"	"NUTRITION & DIETETICS"
7318	"ONCOLOGY - SCIE"	23968	6.277	1.31	6.841	1.993	0.018	1.652	132	"SCIE"	"ONCOLOGY"
14325	"ONCOLOGY - SCIE"	23833	6.261	1.28	7.019	1.838	0.024	1.824	226	"SCIE"	"ONCOLOGY"
3876	"OCEANOGRAPHY - SCIE"	23463	3.795	1.33	3.985	0.835	0.025	0.672	1191	"SCIE"	"OCEANOGRAPHY"
5978	"NUTRITION & DIETETICS - SCIE"	23226	11.176	1.41	11.193	2.842	0.019	1.791	0	"SCIE"	"NUTRITION & DIETETICS"
14326	"ONCOLOGY - SCIE"	23048	4.254	1.31	5.73	1.016	0.022	2.004	297	"SCIE"	"ONCOLOGY"
9298	"NUTRITION & DIETETICS - SCIE"	23036	3.868	1.12	4.726	1.341	0.023	1.087	273	"SCIE"	"NUTRITION & DIETETICS"
14327	"ONCOLOGY - SCIE"	22462	6.28	1.39	5.881	2.462	0.025	1.537	326	"SCIE"	"ONCOLOGY"
14328	"ONCOLOGY - SCIE"	22442	7.996	2.06	8.151	2.862	0.018	2.371	125	"SCIE"	"ONCOLOGY"
14329	"ONCOLOGY - SCIE"	22381	31.777	5.65	29.806	9.483	0.081	11.31	146	"SCIE"	"ONCOLOGY"
14330	"ONCOLOGY - SCIE"	22138	4.944	1	5.41	1.959	0.009	1.185	158	"SCIE"	"ONCOLOGY"
14331	"OBSTETRICS & GYNECOLOGY - SCIE"	21741	6.531	1.9	6.837	3.064	0.022	2.332	212	"SCIE"	"OBSTETRICS & GYNECOLOGY"
11242	"OCEANOGRAPHY - SCIE"	21484	2.929	1.08	3.329	0.697	0.013	0.701	419	"SCIE"	"OCEANOGRAPHY"
14332	"ONCOLOGY - SCIE"	21347	5.65	1.02	4.79	0.996	0.019	0.861	203	"SCIE"	"ONCOLOGY"
14333	"NUTRITION & DIETETICS - SCIE"	20239	7.325	1.82	7.94	2.794	0.022	1.718	373	"SCIE"	"NUTRITION & DIETETICS"
14334	"ONCOLOGY - SCIE"	18834	6.716	1.22	6.33	1.214	0.02	1.332	437	"SCIE"	"ONCOLOGY"
5984	"NUTRITION & DIETETICS - SCIE"	18728	4.451	1.08	4.908	1.363	0.02	0.69	519	"SCIE"	"NUTRITION & DIETETICS"
7325	"ONCOLOGY - SCIE"	18290	3.603	1.12	3.958	0.93	0.023	0.999	868	"SCIE"	"ONCOLOGY"
26	"OBSTETRICS & GYNECOLOGY - SCIE"	18164	7.299	1.97	7.214	5.147	0.019	1.997	177	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14335	"NUTRITION & DIETETICS - SCIE"	18096	4.022	1.02	3.947	1.195	0.019	1.094	330	"SCIE"	"NUTRITION & DIETETICS"
14336	"NUTRITION & DIETETICS - SCIE"	18007	4.016	0.81	4.196	1.786	0.011	1.01	277	"SCIE"	"NUTRITION & DIETETICS"
14337	"ONCOLOGY - SCIE"	17973	66.675	7.72	52.441	16.444	0.039	16.649	10	"SCIE"	"ONCOLOGY"
14338	"ONCOLOGY - SCIE"	17812	12.3	2.49	12.997	4.171	0.029	3.722	123	"SCIE"	"ONCOLOGY"
14339	"ONCOLOGY - SCIE"	17385	5.55	1.11	6.458	2.123	0.022	1.896	431	"SCIE"	"ONCOLOGY"
14340	"OCEANOGRAPHY - SCIE"	17155	3.373	1.37	3.676	0.831	0.012	1.307	177	"SCIE"	"OCEANOGRAPHY"
6973	"OCEANOGRAPHY - SCIE"	16995	3.548	1.19	4.035	0.877	0.008	1.009	220	"SCIE"	"OCEANOGRAPHY"
7327	"ONCOLOGY - SCIE"	16801	5.483	1.01	5.509	2.401	0.015	1.626	285	"SCIE"	"ONCOLOGY"
14341	"ONCOLOGY - SCIE"	16718	11.161	1.94	9.976	1.574	0.023	1.733	208	"SCIE"	"ONCOLOGY"
14342	"ONCOLOGY - SCIE"	16157	4.147	0.83	3.763	0.709	0.026	0.686	1002	"SCIE"	"ONCOLOGY"
7330	"ONCOLOGY - SCIE"	16078	3.167	0.79	3.347	1.093	0.021	1.008	517	"SCIE"	"ONCOLOGY"
14343	"ONCOLOGY - SCIE"	15608	4.13	0.96	4.234	1.041	0.016	1.021	238	"SCIE"	"ONCOLOGY"
14344	"ONCOLOGY - SCIE"	15504	5.705	1.26	5.602	1.367	0.02	1.455	273	"SCIE"	"ONCOLOGY"
14345	"NUTRITION & DIETETICS - SCIE"	15330	4.008	0.95	4.75	1.54	0.011	0.949	250	"SCIE"	"NUTRITION & DIETETICS"
6477	"NUTRITION & DIETETICS - SCIE"	15312	2.839	0.96	3.397	1.308	0.015	0.922	286	"SCIE"	"NUTRITION & DIETETICS"
14346	"ONCOLOGY - SCIE"	15157	3.894	1.02	4.578	0.916	0.016	1.185	264	"SCIE"	"ONCOLOGY"
8682	"ONCOLOGY - SCIE"	14987	8.11	1.52	7.959	1.331	0.03	2.003	223	"SCIE"	"ONCOLOGY"
14347	"NUTRITION & DIETETICS - SCIE"	14522	6.457	1.58	9.061	1.624	0.019	2.535	119	"SCIE"	"NUTRITION & DIETETICS"
12915	"NUTRITION & DIETETICS - SCIE"	14450	6.048	1.33	6.116	1.546	0.011	1.053	152	"SCIE"	"NUTRITION & DIETETICS"
14348	"OBSTETRICS & GYNECOLOGY - SCIE"	14325	3.007	1.07	3.86	0.379	0.025	1.104	705	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14349	"ONCOLOGY - SCIE"	14157	3.454	0.93	3.706	0.741	0.016	0.99	423	"SCIE"	"ONCOLOGY"
5996	"OCEANOGRAPHY - SCIE"	13985	3.593	1.31	4.037	1.515	0.013	1.067	247	"SCIE"	"OCEANOGRAPHY"
1486	"ONCOLOGY - SCIE"	13860	5.337	1.43	5.649	2.253	0.014	1.309	222	"SCIE"	"ONCOLOGY"
14350	"ONCOLOGY - SCIE"	13841	6.488	1.27	7.437	1.137	0.014	2.02	115	"SCIE"	"ONCOLOGY"
14351	"OBSTETRICS & GYNECOLOGY - SCIE"	13650	2.435	0.73	2.601	0.765	0.013	0.692	383	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14352	"OCEANOGRAPHY - SCIE"	13313	2.732	1.38	3.419	1.245	0.01	0.99	162	"SCIE"	"OCEANOGRAPHY"
14353	"NUTRITION & DIETETICS - SCIE"	12593	4.861	1.31	5.421	1.464	0.012	1.518	242	"SCIE"	"NUTRITION & DIETETICS"
14354	"ONCOLOGY - SCIE"	12510	4.424	1.16	4.584	1.342	0.017	1.206	260	"SCIE"	"ONCOLOGY"
14355	"OBSTETRICS & GYNECOLOGY - SCIE"	12446	2.398	0.91	2.246	0.955	0.016	0.568	1119	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14356	"OBSTETRICS & GYNECOLOGY - SCIE"	12336	15.61	3.47	18.961	3.6	0.011	5.307	13	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14357	"ONCOLOGY - SCIE"	12144	4.452	0.87	4.609	1.031	0.023	1.053	918	"SCIE"	"ONCOLOGY"
14358	"OBSTETRICS & GYNECOLOGY - SCIE"	11969	3.561	0.86	3.187	1.784	0.013	0.999	376	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14359	"ONCOLOGY - SCIE"	11934	3.333	0.8	3.402	0.861	0.01	0.754	203	"SCIE"	"ONCOLOGY"
14360	"ONCOLOGY - SCIE"	11834	12.111	1.42	11.143	3.075	0.017	2.985	0	"SCIE"	"ONCOLOGY"
1489	"OBSTETRICS & GYNECOLOGY - SCIE"	11793	3.481	1.07	3.965	0.569	0.008	0.908	182	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14361	"OCEANOGRAPHY - SCIE"	11676	2.391	0.98	2.879	0.525	0.006	0.724	122	"SCIE"	"OCEANOGRAPHY"
14362	"ONCOLOGY - SCIE"	11552	15.707	1.75	14.564	7.039	0.012	2.962	12	"SCIE"	"ONCOLOGY"
8700	"ONCOLOGY - SCIE"	11384	6.968	1.34	6.271	1.235	0.012	1.556	308	"SCIE"	"ONCOLOGY"
14363	"OCEANOGRAPHY - SCIE"	11297	3.807	0.99	4.186	0.793	0.006	1.162	87	"SCIE"	"OCEANOGRAPHY"
14364	"ONCOLOGY - SCIE"	11253	5.852	1.05	6.107	1.89	0.013	1.609	148	"SCIE"	"ONCOLOGY"
8704	"ONCOLOGY - SCIE"	11185	11.151	2.3	12.515	3.264	0.027	3.975	129	"SCIE"	"ONCOLOGY"
14365	"ONCOLOGY - SCIE"	11143	4.207	0.78	4.277	1.157	0.018	0.821	655	"SCIE"	"ONCOLOGY"
14366	"ONCOLOGY - ESCI"	11102	NA	0.15	NA	0.256	0.014	0.211	324	"ESCI"	"ONCOLOGY"
8706	"ONCOLOGY - SCIE"	11042	13.751	2.29	13.864	1.618	0.029	4.049	479	"SCIE"	"ONCOLOGY"
14367	"NUTRITION & DIETETICS - SCIE"	10965	7.11	0.88	9.124	1.867	0.008	2.244	28	"SCIE"	"NUTRITION & DIETETICS"
7337	"ONCOLOGY - SCIE"	10934	6.312	0.89	6.227	1.989	0.014	1.485	0	"SCIE"	"ONCOLOGY"
7338	"ONCOLOGY - SCIE"	10905	3.28	0.57	3.075	0.943	0.012	0.807	368	"SCIE"	"ONCOLOGY"
14368	"OCEANOGRAPHY - SCIE"	10811	4.08	1.57	5.131	1.019	0.012	1.615	153	"SCIE"	"OCEANOGRAPHY"
14369	"NUTRITION & DIETETICS - SCIE"	10665	5.619	1.33	5.291	1.77	0.012	1.056	455	"SCIE"	"NUTRITION & DIETETICS"
7339	"ONCOLOGY - SCIE"	10615	17.388	2.41	12.642	3.071	0.018	2.706	66	"SCIE"	"ONCOLOGY"
14370	"OBSTETRICS & GYNECOLOGY - SCIE"	10543	3.636	1.17	3.576	2.506	0.009	1.068	225	"SCIE"	"OBSTETRICS & GYNECOLOGY"
13229	"ONCOLOGY - SCIE"	10496	4.06	0.94	4.011	0.428	0.017	0.71	570	"SCIE"	"ONCOLOGY"
14371	"ONCOLOGY - SCIE"	10431	4.553	0.9	4.201	1.034	0.011	0.903	338	"SCIE"	"ONCOLOGY"
14372	"ONCOLOGY - SCIE"	10051	11.908	1.95	9.856	3.158	0.022	3.124	139	"SCIE"	"ONCOLOGY"
13230	"ONCOLOGY - SCIE"	9968	3.932	0.58	4.629	0.747	0.02	1.078	1075	"SCIE"	"ONCOLOGY"
7000	"OBSTETRICS & GYNECOLOGY - SCIE"	9717	4.342	1.14	4.877	1.492	0.011	1.231	99	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14373	"ONCOLOGY - SCIE"	9703	4.089	0.78	4.236	0.654	0.013	1.229	190	"SCIE"	"ONCOLOGY"
14374	"ONCOLOGY - SCIE"	9681	4.742	0.92	4.342	1.324	0.006	0.8	133	"SCIE"	"ONCOLOGY"
14375	"OCEANOGRAPHY - SCIE"	9663	2.955	1.18	3.448	0.724	0.007	1.033	144	"SCIE"	"OCEANOGRAPHY"
14376	"OBSTETRICS & GYNECOLOGY - SCIE"	9502	2.344	0.89	2.67	0.463	0.011	0.652	406	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14377	"OCEANOGRAPHY - SCIE"	9472	3.284	1.07	3.663	0.957	0.01	0.742	264	"SCIE"	"OCEANOGRAPHY"
14378	"ONCOLOGY - SCIE"	9289	5.715	1.36	7.23	0.91	0.008	1.598	66	"SCIE"	"ONCOLOGY"
14379	"OBSTETRICS & GYNECOLOGY - SCIE"	9207	3.437	0.79	2.929	1.207	0.01	0.755	248	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14379	"ONCOLOGY - SCIE"	9207	3.437	0.79	2.929	1.207	0.01	0.755	248	"SCIE"	"ONCOLOGY"
14380	"OBSTETRICS & GYNECOLOGY - SCIE"	9200	3.828	1.11	4.072	1.327	0.009	1.038	180	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14381	"NUTRITION & DIETETICS - SCIE"	9087	8.701	1.36	11.584	3.598	0.013	2.829	25	"SCIE"	"NUTRITION & DIETETICS"
55	"NUTRITION & DIETETICS - SCIE"	8894	4.552	1.73	6.11	0.941	0.008	1.572	102	"SCIE"	"NUTRITION & DIETETICS"
14382	"OBSTETRICS & GYNECOLOGY - SCIE"	8794	2.521	0.99	3.021	0.824	0.01	0.92	302	"SCIE"	"OBSTETRICS & GYNECOLOGY"
14383	"OBSTETRICS & GYNECOLOGY - SCIE"	8790	2.894	0.86	2.89	0.675	0.008	0.645	458	"SCIE"	"OBSTETRICS & GYNECOLOGY"
3435	"ONCOLOGY - SCIE"	8775	5.678	1.01	6.169	1.682	0.01	1.581	48	"SCIE"	"ONCOLOGY"
14384	"ONCOLOGY - SCIE"	8511	2.506	0.72	2.897	0.483	0.007	0.921	110	"SCIE"	"ONCOLOGY"
14385	"ONCOLOGY - SCIE"	8378	6.603	1.42	7.405	1.75	0.012	1.692	232	"SCIE"	"ONCOLOGY"
